"personefullname","total_orders","avg_orders","total_spending","last_orderdate"
"Morgan Miller","28","52.09","1458.61","4130 days"
"Morgan Miller","28","52.09","1458.61","4130 days"
"Morgan Miller","28","52.09","1458.61","4130 days"
"Roy Carlson","2","74.73","149.45","4235 days"
"Roy Carlson","2","74.73","149.45","4235 days"
"Morgan Wilson","2","79.98","159.96","4376 days"
"Morgan Wilson","2","79.98","159.96","4376 days"
"Roy Sullivan","2","69.31","138.61","4148 days"
"Roy Sullivan","2","69.31","138.61","4148 days"
"Morgan Taylor","2","76.49","152.99","4254 days"
"Morgan Taylor","2","76.49","152.99","4254 days"
"Roy Sanz","2","22.81","45.61","4330 days"
"Roy Sanz","2","22.81","45.61","4330 days"
"Morgan Anderson","2","44.90","89.79","4152 days"
"Morgan Anderson","2","44.90","89.79","4152 days"
"Morgan Thomas","2","25.56","51.13","4358 days"
"Morgan Thomas","2","25.56","51.13","4358 days"
"Roy Rubio","2","37.71","75.42","4240 days"
"Roy Rubio","2","37.71","75.42","4240 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Morgan Jackson","27","66.15","1786.02","4131 days"
"Ruben Kapoor","2","22.81","45.61","4150 days"
"Ruben Kapoor","2","22.81","45.61","4150 days"
"Morgan Harris","2","59.38","118.77","4304 days"
"Morgan Harris","2","59.38","118.77","4304 days"
"Marshall Hu","2","44.90","89.79","4136 days"
"Marshall Hu","2","44.90","89.79","4136 days"
"Ruben Chandra","2","3284.18","6568.36","4486 days"
"Ruben Chandra","2","3284.18","6568.36","4486 days"
"Ruben Patel","2","25.56","51.13","4141 days"
"Ruben Patel","2","25.56","51.13","4141 days"
"Morgan Martin","3","2483.89","7451.66","4212 days"
"Morgan Martin","3","2483.89","7451.66","4212 days"
"Morgan Martin","3","2483.89","7451.66","4212 days"
"Morgan Thompson","2","62.96","125.93","4254 days"
"Morgan Thompson","2","62.96","125.93","4254 days"
"Morgan Garcia","2","22.81","45.61","4292 days"
"Morgan Garcia","2","22.81","45.61","4292 days"
"Ruben Vance","2","58.43","116.85","4180 days"
"Ruben Vance","2","58.43","116.85","4180 days"
"Morgan Robinson","2","58.43","116.85","4227 days"
"Morgan Robinson","2","58.43","116.85","4227 days"
"Morgan Clark","2","89.66","179.32","4255 days"
"Morgan Clark","2","89.66","179.32","4255 days"
"Ruben Malhotra","2","114.68","229.35","4321 days"
"Ruben Malhotra","2","114.68","229.35","4321 days"
"Morgan Rodriguez","2","54.40","108.81","4478 days"
"Morgan Rodriguez","2","54.40","108.81","4478 days"
"Ruben Sai","2","72.79","145.58","4232 days"
"Ruben Sai","2","72.79","145.58","4232 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lewis","27","59.89","1617.04","4137 days"
"Morgan Lee","2","99.97","199.94","4270 days"
"Morgan Lee","2","99.97","199.94","4270 days"
"Ruben Arun","2","40.87","81.75","4258 days"
"Ruben Arun","2","40.87","81.75","4258 days"
"Morgan Walker","17","52.12","885.96","4177 days"
"Morgan Walker","17","52.12","885.96","4177 days"
"Morgan Walker","17","52.12","885.96","4177 days"
"Morgan Walker","17","52.12","885.96","4177 days"
"Morgan Walker","17","52.12","885.96","4177 days"
"Morgan Walker","17","52.12","885.96","4177 days"
"Morgan Walker","17","52.12","885.96","4177 days"
"Morgan Walker","17","52.12","885.96","4177 days"
"Morgan Walker","17","52.12","885.96","4177 days"
"Morgan Walker","17","52.12","885.96","4177 days"
"Morgan Walker","17","52.12","885.96","4177 days"
"Morgan Walker","17","52.12","885.96","4177 days"
"Morgan Walker","17","52.12","885.96","4177 days"
"Morgan Walker","17","52.12","885.96","4177 days"
"Morgan Walker","17","52.12","885.96","4177 days"
"Morgan Walker","17","52.12","885.96","4177 days"
"Morgan Walker","17","52.12","885.96","4177 days"
"Ruben Madan","2","42.69","85.38","4208 days"
"Ruben Madan","2","42.69","85.38","4208 days"
"Morgan Hall","2","20.60","41.21","4241 days"
"Morgan Hall","2","20.60","41.21","4241 days"
"Isabella Smith","2","42.69","85.38","4372 days"
"Isabella Smith","2","42.69","85.38","4372 days"
"Ruben Srini","2","42.69","85.38","4231 days"
"Ruben Srini","2","42.69","85.38","4231 days"
"Isabella Johnson","2","74.16","148.32","4262 days"
"Isabella Johnson","2","74.16","148.32","4262 days"
"Isabella Williams","2","20.60","41.21","4135 days"
"Isabella Williams","2","20.60","41.21","4135 days"
"Isabella Jones","2","39.09","78.19","4273 days"
"Isabella Jones","2","39.09","78.19","4273 days"
"Ruben Prasad","17","51.58","876.87","4150 days"
"Ruben Prasad","17","51.58","876.87","4150 days"
"Ruben Prasad","17","51.58","876.87","4150 days"
"Ruben Prasad","17","51.58","876.87","4150 days"
"Ruben Prasad","17","51.58","876.87","4150 days"
"Ruben Prasad","17","51.58","876.87","4150 days"
"Ruben Prasad","17","51.58","876.87","4150 days"
"Ruben Prasad","17","51.58","876.87","4150 days"
"Ruben Prasad","17","51.58","876.87","4150 days"
"Ruben Prasad","17","51.58","876.87","4150 days"
"Ruben Prasad","17","51.58","876.87","4150 days"
"Ruben Prasad","17","51.58","876.87","4150 days"
"Ruben Prasad","17","51.58","876.87","4150 days"
"Ruben Prasad","17","51.58","876.87","4150 days"
"Ruben Prasad","17","51.58","876.87","4150 days"
"Ruben Prasad","17","51.58","876.87","4150 days"
"Ruben Prasad","17","51.58","876.87","4150 days"
"Marshall Cai","17","53.77","914.05","4140 days"
"Marshall Cai","17","53.77","914.05","4140 days"
"Marshall Cai","17","53.77","914.05","4140 days"
"Marshall Cai","17","53.77","914.05","4140 days"
"Marshall Cai","17","53.77","914.05","4140 days"
"Marshall Cai","17","53.77","914.05","4140 days"
"Marshall Cai","17","53.77","914.05","4140 days"
"Marshall Cai","17","53.77","914.05","4140 days"
"Marshall Cai","17","53.77","914.05","4140 days"
"Marshall Cai","17","53.77","914.05","4140 days"
"Marshall Cai","17","53.77","914.05","4140 days"
"Marshall Cai","17","53.77","914.05","4140 days"
"Marshall Cai","17","53.77","914.05","4140 days"
"Marshall Cai","17","53.77","914.05","4140 days"
"Marshall Cai","17","53.77","914.05","4140 days"
"Marshall Cai","17","53.77","914.05","4140 days"
"Marshall Cai","17","53.77","914.05","4140 days"
"Ruben Sara","2","42.69","85.38","4270 days"
"Ruben Sara","2","42.69","85.38","4270 days"
"Ruben Rana","2","89.66","179.32","4199 days"
"Ruben Rana","2","89.66","179.32","4199 days"
"Isabella Brown","17","75.11","1276.85","4173 days"
"Isabella Brown","17","75.11","1276.85","4173 days"
"Isabella Brown","17","75.11","1276.85","4173 days"
"Isabella Brown","17","75.11","1276.85","4173 days"
"Isabella Brown","17","75.11","1276.85","4173 days"
"Isabella Brown","17","75.11","1276.85","4173 days"
"Isabella Brown","17","75.11","1276.85","4173 days"
"Isabella Brown","17","75.11","1276.85","4173 days"
"Isabella Brown","17","75.11","1276.85","4173 days"
"Isabella Brown","17","75.11","1276.85","4173 days"
"Isabella Brown","17","75.11","1276.85","4173 days"
"Isabella Brown","17","75.11","1276.85","4173 days"
"Isabella Brown","17","75.11","1276.85","4173 days"
"Isabella Brown","17","75.11","1276.85","4173 days"
"Isabella Brown","17","75.11","1276.85","4173 days"
"Isabella Brown","17","75.11","1276.85","4173 days"
"Isabella Brown","17","75.11","1276.85","4173 days"
"Isabella Davis","2","3286.40","6572.81","4486 days"
"Isabella Davis","2","3286.40","6572.81","4486 days"
"Ruben Raman","2","3289.17","6578.34","4477 days"
"Ruben Raman","2","3289.17","6578.34","4477 days"
"Ruben Subram","2","21.87","43.74","4153 days"
"Ruben Subram","2","21.87","43.74","4153 days"
"Ruben Mehta","2","21.87","43.74","4133 days"
"Ruben Mehta","2","21.87","43.74","4133 days"
"Ruben Garcia","2","27.75","55.50","4175 days"
"Ruben Garcia","2","27.75","55.50","4175 days"
"Ruben Fernandez","2","25.56","51.13","4232 days"
"Ruben Fernandez","2","25.56","51.13","4232 days"
"Ruben Lopez","2","114.90","229.80","4190 days"
"Ruben Lopez","2","114.90","229.80","4190 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Moore","27","49.33","1331.95","4151 days"
"Isabella Taylor","3","2462.53","7387.58","4185 days"
"Isabella Taylor","3","2462.53","7387.58","4185 days"
"Isabella Taylor","3","2462.53","7387.58","4185 days"
"Isabella Anderson","2","40.47","80.94","4273 days"
"Isabella Anderson","2","40.47","80.94","4273 days"
"Ruben Gonzalez","2","20.60","41.21","4432 days"
"Ruben Gonzalez","2","20.60","41.21","4432 days"
"Isabella Thomas","2","3265.40","6530.79","4481 days"
"Isabella Thomas","2","3265.40","6530.79","4481 days"
"Marshall Zeng","2","42.69","85.38","4140 days"
"Marshall Zeng","2","42.69","85.38","4140 days"
"Ruben Rodriguez","2","44.90","89.79","4132 days"
"Ruben Rodriguez","2","44.90","89.79","4132 days"
"Isabella Jackson","2","29.96","59.91","4179 days"
"Isabella Jackson","2","29.96","59.91","4179 days"
"Ruben Sanchez","2","35.50","71.01","4206 days"
"Ruben Sanchez","2","35.50","71.01","4206 days"
"Isabella White","2","21.87","43.74","4205 days"
"Isabella White","2","21.87","43.74","4205 days"
"Isabella Harris","2","99.14","198.27","4363 days"
"Isabella Harris","2","99.14","198.27","4363 days"
"Ruben Perez","2","42.14","84.28","4260 days"
"Ruben Perez","2","42.14","84.28","4260 days"
"Isabella Martin","2","76.49","152.99","4152 days"
"Isabella Martin","2","76.49","152.99","4152 days"
"Isabella Thompson","2","62.96","125.93","4151 days"
"Isabella Thompson","2","62.96","125.93","4151 days"
"Isabella Garcia","4","2918.96","11675.85","4193 days"
"Isabella Garcia","4","2918.96","11675.85","4193 days"
"Isabella Garcia","4","2918.96","11675.85","4193 days"
"Isabella Garcia","4","2918.96","11675.85","4193 days"
"Ruben Martin","4","2083.69","8334.76","4402 days"
"Ruben Martin","4","2083.69","8334.76","4402 days"
"Ruben Martin","4","2083.69","8334.76","4402 days"
"Ruben Martin","4","2083.69","8334.76","4402 days"
"Isabella Martinez","4","2075.07","8300.26","4374 days"
"Isabella Martinez","4","2075.07","8300.26","4374 days"
"Isabella Martinez","4","2075.07","8300.26","4374 days"
"Isabella Martinez","4","2075.07","8300.26","4374 days"
"Isabella Robinson","4","2095.70","8382.78","4389 days"
"Isabella Robinson","4","2095.70","8382.78","4389 days"
"Isabella Robinson","4","2095.70","8382.78","4389 days"
"Isabella Robinson","4","2095.70","8382.78","4389 days"
"Isabella Clark","7","1810.49","12673.45","4220 days"
"Isabella Clark","7","1810.49","12673.45","4220 days"
"Isabella Clark","7","1810.49","12673.45","4220 days"
"Isabella Clark","7","1810.49","12673.45","4220 days"
"Isabella Clark","7","1810.49","12673.45","4220 days"
"Isabella Clark","7","1810.49","12673.45","4220 days"
"Isabella Clark","7","1810.49","12673.45","4220 days"
"Ruben Gomez","7","1747.16","12230.15","4184 days"
"Ruben Gomez","7","1747.16","12230.15","4184 days"
"Ruben Gomez","7","1747.16","12230.15","4184 days"
"Ruben Gomez","7","1747.16","12230.15","4184 days"
"Ruben Gomez","7","1747.16","12230.15","4184 days"
"Ruben Gomez","7","1747.16","12230.15","4184 days"
"Ruben Gomez","7","1747.16","12230.15","4184 days"
"Isabella Rodriguez","4","1979.12","7916.50","4362 days"
"Isabella Rodriguez","4","1979.12","7916.50","4362 days"
"Isabella Rodriguez","4","1979.12","7916.50","4362 days"
"Isabella Rodriguez","4","1979.12","7916.50","4362 days"
"Isabella Lewis","4","1982.30","7929.20","4322 days"
"Isabella Lewis","4","1982.30","7929.20","4322 days"
"Isabella Lewis","4","1982.30","7929.20","4322 days"
"Isabella Lewis","4","1982.30","7929.20","4322 days"
"Ruben Ruiz","4","2922.82","11691.29","4177 days"
"Ruben Ruiz","4","2922.82","11691.29","4177 days"
"Ruben Ruiz","4","2922.82","11691.29","4177 days"
"Ruben Ruiz","4","2922.82","11691.29","4177 days"
"Isabella Lee","4","2921.43","11685.74","4168 days"
"Isabella Lee","4","2921.43","11685.74","4168 days"
"Isabella Lee","4","2921.43","11685.74","4168 days"
"Isabella Lee","4","2921.43","11685.74","4168 days"
"Isabella Walker","4","1970.08","7880.32","4293 days"
"Isabella Walker","4","1970.08","7880.32","4293 days"
"Isabella Walker","4","1970.08","7880.32","4293 days"
"Isabella Walker","4","1970.08","7880.32","4293 days"
"Isabella Hall","1","42.51","42.51","4327 days"
"Ruben Diaz","4","2732.19","10928.75","4264 days"
"Ruben Diaz","4","2732.19","10928.75","4264 days"
"Ruben Diaz","4","2732.19","10928.75","4264 days"
"Ruben Diaz","4","2732.19","10928.75","4264 days"
"Natalie Smith","4","1965.86","7863.46","4304 days"
"Natalie Smith","4","1965.86","7863.46","4304 days"
"Natalie Smith","4","1965.86","7863.46","4304 days"
"Natalie Smith","4","1965.86","7863.46","4304 days"
"Ruben Hernandez","1","2562.45","2562.45","4231 days"
"Ruben Alvarez","3","2462.51","7387.54","4170 days"
"Ruben Alvarez","3","2462.51","7387.54","4170 days"
"Ruben Alvarez","3","2462.51","7387.54","4170 days"
"Natalie Johnson","16","48.11","769.75","4185 days"
"Natalie Johnson","16","48.11","769.75","4185 days"
"Natalie Johnson","16","48.11","769.75","4185 days"
"Natalie Johnson","16","48.11","769.75","4185 days"
"Natalie Johnson","16","48.11","769.75","4185 days"
"Natalie Johnson","16","48.11","769.75","4185 days"
"Natalie Johnson","16","48.11","769.75","4185 days"
"Natalie Johnson","16","48.11","769.75","4185 days"
"Natalie Johnson","16","48.11","769.75","4185 days"
"Natalie Johnson","16","48.11","769.75","4185 days"
"Natalie Johnson","16","48.11","769.75","4185 days"
"Natalie Johnson","16","48.11","769.75","4185 days"
"Natalie Johnson","16","48.11","769.75","4185 days"
"Natalie Johnson","16","48.11","769.75","4185 days"
"Natalie Johnson","16","48.11","769.75","4185 days"
"Natalie Johnson","16","48.11","769.75","4185 days"
"Natalie Williams","2","112.67","225.33","4174 days"
"Natalie Williams","2","112.67","225.33","4174 days"
"Ruben Jimenez","2","62.96","125.93","4432 days"
"Ruben Jimenez","2","62.96","125.93","4432 days"
"Natalie Jones","2","44.90","89.79","4233 days"
"Natalie Jones","2","44.90","89.79","4233 days"
"Natalie Brown","3","2459.50","7378.51","4174 days"
"Natalie Brown","3","2459.50","7378.51","4174 days"
"Natalie Brown","3","2459.50","7378.51","4174 days"
"Marshall She","2","27.20","54.40","4326 days"
"Marshall She","2","27.20","54.40","4326 days"
"Natalie Miller","3","2493.84","7481.51","4168 days"
"Natalie Miller","3","2493.84","7481.51","4168 days"
"Natalie Miller","3","2493.84","7481.51","4168 days"
"Ruben Muñoz","2","44.90","89.79","4348 days"
"Ruben Muñoz","2","44.90","89.79","4348 days"
"Ruben Alonso","3","2449.64","7348.91","4165 days"
"Ruben Alonso","3","2449.64","7348.91","4165 days"
"Ruben Alonso","3","2449.64","7348.91","4165 days"
